"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 27 23:19:12 GET 2023","Wed Sep 27 23:19:54 GET 2023","41703","Default Suite","designPatterns_homework","DataPatterns","DataPatterns","successLogin","Login Scenario","Success login scenario"
